a46,a3,a47,a23,a28,a45,a18,a20,a30,a24,Class
270,147984.35,308,1.0,1.0,1.0,10,20.33837652,1.0,0.373511486,0
98,551924.28,154,88.0,37.0,47.0,101,100.0189594,48.0,2510786.956,0
4,309.93,3,0.0,0.0,0.0,3,101.0,0.0,0.0,0
4,748.0,3,0.0,0.0,0.0,2,0.595,0.0,0.0,0
4,402665.7,3,0.0,0.0,0.0,164,2863.465396,0.0,0.0,0
270,229008.45,308,2.0,2.0,2.0,68,38.51615993,2.0,0.85597681,0
4,66.82,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
4,4.37,3,0.0,0.0,0.0,5,2001.0,0.0,0.0,0
270,226747.95,308,1.0,1.0,1.0,135,56.850304,1.0,1.079155983,0
4,622549.07,3,0.0,0.0,0.0,212,109.3471275,0.0,0.0,0
270,226769.07,308,1.0,1.0,1.0,133,90.86329272,1.0,1.424452687,0
270,315184.72,234,11.0,5.0,7.0,23,4.6561821,7.0,67.66328977,0
4,315.5,3,0.0,0.0,0.0,3,101.0,0.0,0.0,0
4,79135.73,3,0.0,0.0,0.0,12,151.8565381,0.0,0.0,0
4,188895.23,3,0.0,0.0,0.0,50,2.56412213,0.0,0.0,0
4,3.42,3,0.0,0.0,0.0,2,0.92957276,0.0,0.0,0
80,305322.35,339,8.0,6.0,7.0,52,19.22143333,7.0,823.5539968,0
270,635190.98,380,6.0,6.0,6.0,52,17230.14107,6.0,1455.827947,0
4,326.4,3,0.0,0.0,0.0,6,101.0,0.0,0.0,0
4,323.22,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
287,278446.52,308,5.0,4.0,4.0,5,0.63262273,4.0,153.1752041,0
123,530058.8,202,4064.0,904.0,78.0,10002,51479.67876,80.0,3111159268.0,0
98,408601.4,154,5.0,2.0,2.0,14,304.1583243,2.0,9580.355798,0
4,43301.08,3,0.0,0.0,0.0,6,9.46,0.0,0.0,0
4,307459.07,3,0.0,0.0,0.0,29,81.27281531,0.0,0.0,0
4,1113096.07,3,0.0,0.0,0.0,471,212.6278593,0.0,0.0,0
4,2.2,3,0.0,0.0,0.0,2,0.88833328,0.0,0.0,0
270,842779.38,119,6.0,6.0,6.0,15,499.63528,6.0,3649.942584,0
123,368730.98,202,23.0,11.0,11.0,19,2.4827632,11.0,1660.011913,0
4,4800.0,3,0.0,0.0,0.0,6,1.17009666,0.0,0.0,0
4,26831.8,3,0.0,0.0,0.0,8,4.3633906,0.0,0.0,0
4,534050.37,3,0.0,0.0,0.0,56,64.35948599,0.0,0.0,0
4,44639.9,3,0.0,0.0,0.0,5,5.0036603,0.0,0.0,0
4,317.4,3,0.0,0.0,0.0,5,101.0,0.0,0.0,0
270,226787.22,308,2.0,2.0,2.0,116,107.6419719,2.0,2.656240274,0
270,1354179.62,465,2.0,2.0,2.0,2072,126.7230467,2.0,0.01,0
4,323.38,3,0.0,0.0,0.0,5,101.0,0.0,0.0,0
270,4038.17,202,2.0,1.0,1.0,5,2.49911184,1.0,708.4513175,0
270,55152.2,308,2.0,2.0,2.0,17,119.5596388,2.0,600.0796795,0
220,370338.23,308,7.0,5.0,5.0,34,11.04347606,5.0,394.6856802,0
4,65.3,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
4,123910.83,3,0.0,0.0,0.0,6,122.4642523,0.0,0.0,0
270,114112.95,308,1.0,1.0,1.0,7,10.975,1.0,0.75093675,0
123,13.95,202,3.0,2.0,1.0,6,0.007,1.0,299.9915561,0
4,721928.8,3,0.0,0.0,0.0,20,13.13934317,0.0,0.0,0
270,130747.0,308,1.0,1.0,1.0,6,128.4113329,1.0,3.932032736,0
4,1334.17,3,0.0,0.0,0.0,4,4.3571009,0.0,0.0,0
4,8.47,3,0.0,0.0,0.0,5,2001.0,0.0,0.0,0
4,318.42,3,0.0,0.0,0.0,5,101.0,0.0,0.0,0
4,1044525.4,3,0.0,0.0,0.0,23,6.80190203,0.0,0.0,0
4,311.78,3,0.0,0.0,0.0,3,101.0,0.0,0.0,0
270,12317.42,257,7.0,6.0,7.0,3,2.09335,7.0,311.1566503,0
4,73.67,3,0.0,0.0,0.0,7,101.0,0.0,0.0,0
4,78.1,3,0.0,0.0,0.0,5,101.0,0.0,0.0,0
270,673671.95,80,3.0,3.0,3.0,360,74.2527688,3.0,19301.10465,0
270,183077.92,257,7.0,5.0,7.0,8076,0.0,7.0,400.0326978,0
231,526542.73,362,289.0,250.0,28.0,180,186.0066362,28.0,231988.349,0
189,839346.95,308,59.0,16.0,29.0,199,9969.985179,29.0,1982608.494,0
270,1344434.78,257,7.0,5.0,7.0,122,23.03373234,7.0,463.7991364,0
229,368484.0,359,2.0,1.0,1.0,4,0.25525902,1.0,717.6379998,0
4,69.63,3,0.0,0.0,0.0,5,101.0,0.0,0.0,0
4,106.8,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
270,590169.85,416,1.0,1.0,1.0,33,15.8207773,1.0,14.1249362,0
4,3112.9,3,0.0,0.0,0.0,4,6.46367525,0.0,0.0,0
4,147093.4,3,0.0,0.0,0.0,16,11.25461149,0.0,0.0,0
294,654799.17,413,12.0,11.0,11.0,10000,23858.06828,11.0,121198.5586,0
270,690643.6,330,15.0,12.0,15.0,86,1113.354524,15.0,19612.39639,0
270,486079.4,308,2.0,2.0,2.0,387,391.0834414,2.0,1.391938687,0
4,60510.02,3,0.0,0.0,0.0,4,14.89896107,0.0,0.0,0
270,797467.3,53,10000.0,1.0,1.0,97,37106.23846,1.0,21261398.41,0
4,200952.95,3,0.0,0.0,0.0,243,6.416314365,0.0,0.0,0
270,564481.88,11,1.0,1.0,1.0,77,1185.595062,1.0,600.0,0
4,20.65,3,0.0,0.0,0.0,2,0.127438,0.0,0.0,0
284,601988.3,428,4.0,2.0,2.0,18,87.63225,2.0,700.0000003,0
4,11.13,3,0.0,0.0,0.0,5,2001.0,0.0,0.0,0
4,111711.95,3,0.0,0.0,0.0,16,5.00089861,0.0,0.0,0
270,134314.02,166,1.0,1.0,1.0,19,4.475956074,1.0,0.4,0
39,320916.32,109,12.0,6.0,6.0,45,73.99187131,6.0,11863.20727,0
4,107409.6,3,0.0,0.0,0.0,7,137.873711,0.0,0.0,0
4,1117409.52,3,0.0,0.0,0.0,1162,5705.919714,0.0,0.0,0
4,332.52,3,0.0,0.0,0.0,6,101.0,0.0,0.0,0
4,320.15,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
4,47495.97,3,0.0,0.0,0.0,13,1.57319256,0.0,0.0,0
270,152698.9,56,1.0,1.0,1.0,24,87.19141587,1.0,624.384,0
4,75.52,3,0.0,0.0,0.0,6,101.0,0.0,0.0,0
4,325.83,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
4,326.03,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
4,10.17,3,0.0,0.0,0.0,5,2001.0,0.0,0.0,0
4,487.7,3,0.0,0.0,0.0,2,6.6,0.0,0.0,0
4,55.28,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
140,77925.72,202,7.0,2.0,2.0,15,2.48845799,2.0,321.9640434,0
4,325.23,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
270,201119.05,308,1.0,1.0,1.0,10,93.5089,1.0,3.570466508,0
4,326.55,3,0.0,0.0,0.0,28,101.0,0.0,0.0,0
270,193578.22,308,1.0,1.0,1.0,296,232.710841,1.0,4.351007539,0
4,321.03,3,0.0,0.0,0.0,3,101.0,0.0,0.0,0
270,1923350.42,401,2.0,2.0,2.0,7339,7037.521006,2.0,0.01,0
4,103.82,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
4,1210.87,3,0.0,0.0,0.0,9,1.11372333,0.0,0.0,0
270,226780.82,308,2.0,2.0,2.0,136,57.21584368,2.0,0.834251797,0
294,1187663.2,190,9.0,5.0,5.0,1154,23077.08677,5.0,291060.0,0
270,319332.4,308,4.0,4.0,4.0,151,115.5346243,4.0,6.373030687,0
4,187287.73,3,0.0,0.0,0.0,226,23.63979405,0.0,0.0,0
4,79590.72,3,0.0,0.0,0.0,64,34.99991074,0.0,0.0,0
80,0.0,124,2.0,1.0,1.0,1,0.0,1.0,3.59e-08,0
270,201151.07,308,2.0,2.0,2.0,136,53.54340471,2.0,1.76946877,0
4,326.25,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
4,0.0,3,0.0,0.0,0.0,1,0.05146112,0.0,0.0,0
4,275042.98,3,0.0,0.0,0.0,620,647.5226629,0.0,0.0,0
4,3.3,3,0.0,0.0,0.0,2,9.13600521,0.0,0.0,0
30,787773.73,72,68.0,30.0,43.0,85,128.8013958,43.0,164963.3102,0
4,837638.82,3,0.0,0.0,0.0,336,141.5807585,0.0,0.0,0
4,6.32,3,0.0,0.0,0.0,5,2001.0,0.0,0.0,0
4,70.3,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
36,1005145.22,119,14.0,11.0,12.0,95,760.5597418,12.0,11379.04203,0
4,8.68,3,0.0,0.0,0.0,5,2001.0,0.0,0.0,0
294,778513.02,260,3.0,2.0,2.0,502,260.2265064,2.0,5.01,0
4,64.15,3,0.0,0.0,0.0,2,46.5852,0.0,0.0,0
140,878105.67,425,4.0,2.0,3.0,16,17.32095061,3.0,1196.950067,0
4,4.83,3,0.0,0.0,0.0,2,0.22,0.0,0.0,0
4,318.2,3,0.0,0.0,0.0,3,101.0,0.0,0.0,0
4,200458.18,3,0.0,0.0,0.0,132,20.47254941,0.0,0.0,0
4,20.03,3,0.0,0.0,0.0,5,2001.0,0.0,0.0,0
270,11469.05,308,4.0,3.0,4.0,706,1.59,4.0,19.87684625,0
270,226765.03,308,2.0,2.0,2.0,8,145.3530147,2.0,1.688657685,0
30,505224.38,38,27.0,6.0,9.0,110,54.9,9.0,24518.01578,0
220,77826.12,349,2.0,1.0,1.0,1039,1484.720772,1.0,1.426325603,0
61,613903.87,195,43.0,37.0,38.0,13,1.53853367,39.0,5373.999166,0
4,231927.05,3,0.0,0.0,0.0,763,25.02378588,0.0,0.0,0
294,1153288.82,352,8.0,6.0,6.0,133,875.6799505,6.0,745.3453775,0
98,536452.07,154,73.0,36.0,35.0,77,28.85292976,35.0,55334.07699,0
270,319323.88,308,2.0,2.0,2.0,56,43.71245099,2.0,0.845122,0
4,325.65,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
270,319295.1,308,4.0,4.0,4.0,115,20.72099031,4.0,4.157352448,0
4,321.9,3,0.0,0.0,0.0,3,101.0,0.0,0.0,0
4,21.33,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
4,72.13,3,0.0,0.0,0.0,5,101.0,0.0,0.0,0
4,976791.82,3,0.0,0.0,0.0,27,65.48581331,0.0,0.0,0
189,741406.48,308,23.0,14.0,16.0,36,7.411904303,16.0,10456.1213,0
4,5414.67,3,0.0,0.0,0.0,4,2.0,0.0,0.0,0
270,211486.02,119,1.0,1.0,1.0,19,281.1008247,1.0,14.92425115,0
4,325.23,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
189,537108.15,308,9.0,3.0,2.0,27,4.969339605,2.0,153.5463878,0
270,291477.4,308,2.0,2.0,2.0,134,36.30659139,2.0,1.572972444,0
4,205264.52,3,0.0,0.0,0.0,30,319.4811271,0.0,0.0,0
4,88339.65,3,0.0,0.0,0.0,4,20.11,0.0,0.0,0
4,309.53,3,0.0,0.0,0.0,3,101.0,0.0,0.0,0
4,325.17,3,0.0,0.0,0.0,3,101.0,0.0,0.0,0
4,71.68,3,0.0,0.0,0.0,5,101.0,0.0,0.0,0
123,756112.77,257,10.0,7.0,9.0,12,10.61639842,9.0,1022.483811,0
4,6.95,3,0.0,0.0,0.0,2,0.644508,0.0,0.0,0
270,228976.47,308,2.0,2.0,2.0,57,43.11641538,2.0,0.728232045,0
4,738181.82,3,0.0,0.0,0.0,1232,1687.130431,0.0,0.0,0
4,60482.72,3,0.0,0.0,0.0,4,100.25,0.0,0.0,0
98,898183.2,154,67.0,20.0,26.0,100,57.96749062,26.0,10381.19239,0
4,8554.88,3,0.0,0.0,0.0,12,29.98298251,0.0,0.0,0
4,319.72,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
123,106471.05,423,3.0,2.0,2.0,20,12.65732982,2.0,573.8517285,0
270,261109.33,257,6.0,4.0,6.0,75,27.51492371,6.0,428.5111515,0
4,324.53,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
270,291440.47,308,2.0,2.0,2.0,42,35.19649794,2.0,1.868527368,0
274,802655.77,416,5.0,3.0,3.0,402,473.3472692,3.0,220.4046777,0
4,542.92,3,0.0,0.0,0.0,4,5.16,0.0,0.0,0
4,322.9,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
4,2.68,3,0.0,0.0,0.0,2,1.11169526,0.0,0.0,0
23,96121.4,25,7.0,5.0,5.0,54,428.2799423,5.0,1618.003581,0
4,19009.12,3,0.0,0.0,0.0,7,1.057769608,0.0,0.0,0
4,201.27,3,0.0,0.0,0.0,2,0.094,0.0,0.0,0
270,875797.38,257,5.0,5.0,5.0,881,424.3467408,5.0,59.63430598,0
4,7.92,3,0.0,0.0,0.0,2,0.5935609,0.0,0.0,0
4,8.78,3,0.0,0.0,0.0,6,2001.0,0.0,0.0,0
150,775259.83,244,22.0,4.0,6.0,26,17.8039851,6.0,40272655.19,0
270,264070.82,308,4.0,4.0,4.0,7,2.24930265,4.0,68.30579947,0
202,956847.73,154,346.0,90.0,99.0,488,468.6181745,102.0,3937167.661,0
270,244677.22,308,2.0,2.0,2.0,179,276.9716793,2.0,7.462921057,0
4,223196.05,3,0.0,0.0,0.0,14,91.52110284,0.0,0.0,0
4,32.92,3,0.0,0.0,0.0,5,2.01,0.0,0.0,0
4,586.65,3,0.0,0.0,0.0,2,10.0,0.0,0.0,0
4,2.75,3,0.0,0.0,0.0,2,3.29822465,0.0,0.0,0
270,198921.02,308,2.0,2.0,2.0,9,76.79496079,2.0,0.677571488,0
4,312.92,3,0.0,0.0,0.0,3,101.0,0.0,0.0,0
4,317.4,3,0.0,0.0,0.0,5,101.0,0.0,0.0,0
4,2.6,3,0.0,0.0,0.0,2,0.4042704,0.0,0.0,0
4,52951.63,3,0.0,0.0,0.0,35,7413.6306,0.0,0.0,0
270,249433.32,308,1.0,1.0,1.0,54,11.59941326,1.0,0.264373118,0
4,9.42,3,0.0,0.0,0.0,5,2001.0,0.0,0.0,0
4,5.0,3,0.0,0.0,0.0,5,2001.0,0.0,0.0,0
4,68.23,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
4,314.13,3,0.0,0.0,0.0,3,101.0,0.0,0.0,0
4,380051.83,3,0.0,0.0,0.0,656,66.55038515,0.0,0.0,0
98,176626.48,323,35.0,18.0,18.0,44,4.89375081,18.0,27750.44027,0
4,240893.5,3,0.0,0.0,0.0,35,7.71047803,0.0,0.0,0
4,21562.82,3,0.0,0.0,0.0,8,3.799,0.0,0.0,0
270,291431.47,308,4.0,4.0,4.0,146,206.6894751,4.0,7.069271502,0
270,1382242.92,14,33.0,25.0,30.0,2655,166970.8055,30.0,67453.39854,0
4,320.27,3,0.0,0.0,0.0,5,101.0,0.0,0.0,0
4,1.57,3,0.0,0.0,0.0,2,5.0,0.0,0.0,0
4,60585.98,3,0.0,0.0,0.0,30,2.78600176,0.0,0.0,0
4,19.15,3,0.0,0.0,0.0,5,2001.0,0.0,0.0,0
4,627.58,3,0.0,0.0,0.0,2,0.8,0.0,0.0,0
4,322.78,3,0.0,0.0,0.0,5,101.0,0.0,0.0,0
270,501750.67,119,5.0,4.0,5.0,84,12.50725725,5.0,8.837124201,0
4,953357.27,3,0.0,0.0,0.0,18,4.82673639,0.0,0.0,0
4,583278.85,3,0.0,0.0,0.0,13,4.54351087,0.0,0.0,0
4,154833.28,3,0.0,0.0,0.0,4,1.327422767,0.0,0.0,0
270,580798.83,232,2.0,2.0,2.0,475,114.7463263,2.0,597.0,0
4,95596.18,3,0.0,0.0,0.0,6,3.835,0.0,0.0,0
73,3618.33,112,2.0,1.0,1.0,6,0.022,1.0,8e-18,0
165,996901.52,391,157.0,83.0,102.0,206,74.46505697,103.0,702142.0085,0
4,547953.3,3,0.0,0.0,0.0,70,35.70031346,0.0,0.0,0
189,121144.62,308,5.0,2.0,1.0,28,213.503517,1.0,6117.27167,0
4,39223.85,3,0.0,0.0,0.0,4,3.001935101,0.0,0.0,0
270,1694261.92,153,9.0,9.0,9.0,7094,8578.320714,9.0,11061.26532,0
270,1873350.33,58,1.0,1.0,1.0,4316,13089.22524,1.0,1e-09,0
270,276558.05,465,1.0,1.0,1.0,150,8.687547683,1.0,1e-12,0
270,161392.93,308,1.0,1.0,1.0,9,243.406,1.0,5.447748497,0
270,201125.9,308,1.0,1.0,1.0,22,25.37797622,1.0,0.46460464,0
270,550139.22,308,1.0,1.0,1.0,91,8.821553968,1.0,0.015836796,0
4,46.37,3,0.0,0.0,0.0,2,18.4,0.0,0.0,0
270,560706.83,432,1.0,1.0,1.0,858,43.18339901,1.0,0.01,0
4,320.82,3,0.0,0.0,0.0,3,5.8044393,0.0,0.0,0
4,383338.47,3,0.0,0.0,0.0,78,52.82043424,0.0,0.0,0
4,459979.75,3,0.0,0.0,0.0,11,30.85589523,0.0,0.0,0
270,226779.93,308,2.0,2.0,2.0,16,61.55592091,2.0,1.26493771,0
259,198639.65,397,44.0,12.0,12.0,231,844.1983106,12.0,1499777.102,0
98,425290.2,154,70.0,4.0,3.0,222,388.170239,3.0,16318.80678,0
4,454838.13,3,0.0,0.0,0.0,62,7.287108798,0.0,0.0,0
4,68.05,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
263,662218.27,401,830.0,120.0,65.0,10002,49228.75199,65.0,2426932.017,0
270,291488.78,308,4.0,4.0,4.0,84,17.87797988,4.0,7.547220713,0
4,53.03,3,0.0,0.0,0.0,5,101.0,0.0,0.0,0
4,17438.25,3,0.0,0.0,0.0,176,7.68890835,0.0,0.0,0
270,319335.68,308,2.0,2.0,2.0,215,31.45204937,2.0,1.43530514,0
4,58330.78,3,0.0,0.0,0.0,24,1847.2,0.0,0.0,0
268,674170.15,243,136.0,45.0,51.0,174,44.59464662,54.0,163406.5724,0
4,222608.33,3,0.0,0.0,0.0,3,0.0,0.0,0.0,0
270,805417.85,257,14.0,12.0,14.0,180,1812.042321,14.0,2710.48555,0
4,48.23,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
270,92187.93,308,4.0,4.0,4.0,4,501.1244897,4.0,635.2265104,0
30,51037.78,38,8.0,4.0,4.0,12,2.66791357,4.0,1518.623326,0
4,53.28,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
270,390644.78,308,3.0,3.0,3.0,25,20.14548851,3.0,1.981164681,0
4,173735.68,3,0.0,0.0,0.0,18,49.00699912,0.0,0.0,0
270,226777.48,308,2.0,2.0,2.0,124,23.19036258,2.0,0.528096893,0
4,11.33,3,0.0,0.0,0.0,2,0.14302363,0.0,0.0,0
4,84940.5,3,0.0,0.0,0.0,8,93.9003,0.0,0.0,0
270,118718.4,248,2.0,2.0,2.0,7,16.157,2.0,2.0,0
4,762.53,3,0.0,0.0,0.0,2,5.47854624,0.0,0.0,0
4,591965.93,3,0.0,0.0,0.0,525,154.3215019,0.0,0.0,0
4,263098.07,3,0.0,0.0,0.0,9,6.549358398,0.0,0.0,0
4,15.73,3,0.0,0.0,0.0,5,2001.0,0.0,0.0,0
4,49017.38,3,0.0,0.0,0.0,6,5.00694515,0.0,0.0,0
4,247218.08,3,0.0,0.0,0.0,10000,29.93,0.0,0.0,0
4,4312.18,3,0.0,0.0,0.0,6,0.148982196,0.0,0.0,0
4,325.23,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
4,20.68,3,0.0,0.0,0.0,6,1.03,0.0,0.0,0
4,190350.43,3,0.0,0.0,0.0,16,357.7252,0.0,0.0,0
270,1080592.1,257,6.0,5.0,6.0,177,11.55382088,6.0,667.1414261,0
4,77.58,3,0.0,0.0,0.0,6,101.0,0.0,0.0,0
4,524235.9,3,0.0,0.0,0.0,121,1478.218656,0.0,0.0,0
270,143157.5,308,1.0,1.0,1.0,31,2.605262096,1.0,0.030982649,0
123,19252.15,202,14.0,2.0,1.0,29,17.53355629,1.0,1958.599763,0
270,953866.77,330,11.0,7.0,11.0,19,140.5114762,11.0,1080.318262,0
270,147993.73,308,1.0,1.0,1.0,15,64.10290789,1.0,1.440921583,0
4,4.25,3,0.0,0.0,0.0,5,2001.0,0.0,0.0,0
270,226769.97,308,2.0,2.0,2.0,129,25.20944956,2.0,0.777686571,0
61,921095.6,375,16.0,6.0,9.0,73,34.19771079,9.0,59373.68117,0
4,49986.53,3,0.0,0.0,0.0,18,156.8,0.0,0.0,0
4,12.88,3,0.0,0.0,0.0,2,10.9398774,0.0,0.0,0
270,1000120.6,450,1.0,1.0,1.0,755,78.8102737,1.0,100.0,0
4,2517.82,3,0.0,0.0,0.0,2,1.765,0.0,0.0,0
270,184326.67,308,2.0,2.0,2.0,16,57.395,2.0,0.198560312,0
4,88324.83,3,0.0,0.0,0.0,6,43.925,0.0,0.0,0
270,950703.82,415,1.0,1.0,1.0,43,7.82254803,1.0,7.77,0
263,378076.97,401,10.0,5.0,6.0,18,4.87052163,6.0,3180017.068,0
4,330.63,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
4,359277.9,3,0.0,0.0,0.0,516,24.76678759,0.0,0.0,0
4,83617.1,3,0.0,0.0,0.0,29,2.52093872,0.0,0.0,0
270,460980.78,11,1.0,1.0,1.0,43,472.0875988,1.0,600.0,0
4,9.75,3,0.0,0.0,0.0,5,2001.0,0.0,0.0,0
4,181878.07,3,0.0,0.0,0.0,210,1722.040347,0.0,0.0,0
4,48760.9,3,0.0,0.0,0.0,8,7.5,0.0,0.0,0
4,325.27,3,0.0,0.0,0.0,3,101.0,0.0,0.0,0
270,1124122.3,330,19.0,15.0,19.0,1576,239.0486999,19.0,109016.7599,0
4,442096.93,3,0.0,0.0,0.0,68,35.89974525,0.0,0.0,0
270,860145.85,372,102.0,42.0,3.0,3650,0.0451,3.0,0.634987758,0
4,5.4,3,0.0,0.0,0.0,5,2001.0,0.0,0.0,0
270,198901.02,308,2.0,2.0,2.0,141,294.5796537,2.0,4.901500427,0
199,982246.83,154,121.0,38.0,38.0,216,638.2201811,39.0,2468001.218,0
270,226755.85,308,2.0,2.0,2.0,113,25.41458597,2.0,0.643299638,0
270,226780.42,154,3.0,3.0,3.0,142,43.28400344,3.0,2.103447542,0
4,61.52,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
4,543411.17,3,0.0,0.0,0.0,28,25.67915644,0.0,0.0,0
270,226787.03,308,2.0,2.0,2.0,33,28.21519378,2.0,0.875895426,0
266,223284.43,425,10.0,6.0,9.0,6,0.532396819,9.0,9837.418387,0
4,4.85,3,0.0,0.0,0.0,2,0.52231676,0.0,0.0,0
237,197737.03,53,24.0,10.0,10.0,59,72.537,10.0,106219.4043,0
208,467537.02,335,18.0,10.0,11.0,21,15.85194228,11.0,467.1893452,0
4,64.9,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
4,327.37,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
4,196381.2,3,0.0,0.0,0.0,10,53.4715617,0.0,0.0,0
4,978440.88,3,0.0,0.0,0.0,68,31.46048036,0.0,0.0,0
98,774276.87,154,26.0,13.0,13.0,77,30.06733558,13.0,10834171.57,0
270,319337.02,308,2.0,2.0,2.0,154,93.97444153,2.0,1.82458239,0
270,689048.6,339,11.0,8.0,11.0,6,23.82615119,11.0,1441.424386,0
4,9.63,3,0.0,0.0,0.0,5,2001.0,0.0,0.0,0
4,42.98,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
270,26510.9,172,4.0,2.0,4.0,6,2.995,4.0,10023.77,0
4,7.98,3,0.0,0.0,0.0,5,2001.0,0.0,0.0,0
4,69447.97,3,0.0,0.0,0.0,6,0.56841275,0.0,0.0,0
39,942777.08,333,226.0,71.0,86.0,311,187.7134009,88.0,6477661.303,0
270,8405.78,330,9.0,6.0,9.0,3,6.59,9.0,725.1783447,0
4,329.92,3,0.0,0.0,0.0,5,101.0,0.0,0.0,0
4,66.47,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
4,417.5,3,0.0,0.0,0.0,2,2.28602546,0.0,0.0,0
4,504283.45,3,0.0,0.0,0.0,1948,177.0054527,0.0,0.0,0
4,1394.17,3,0.0,0.0,0.0,4,1.567215,0.0,0.0,0
270,386863.05,140,13.0,10.0,12.0,647,12.303559,12.0,836.8520554,0
4,592.95,3,0.0,0.0,0.0,2,1.110071,0.0,0.0,0
4,324.37,3,0.0,0.0,0.0,6,101.0,0.0,0.0,0
270,748871.95,83,10.0,9.0,9.0,6,1.112,9.0,479.2534332,0
270,475945.68,264,5.0,5.0,5.0,10000,0.692555679,5.0,170.888889,0
270,894311.95,308,1.0,1.0,1.0,71,6.580621218,1.0,0.037783542,0
4,12.27,3,0.0,0.0,0.0,5,2001.0,0.0,0.0,0
4,10.15,3,0.0,0.0,0.0,5,2001.0,0.0,0.0,0
4,9.98,3,0.0,0.0,0.0,5,2001.0,0.0,0.0,0
4,309.83,3,0.0,0.0,0.0,3,101.0,0.0,0.0,0
4,67.45,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
4,300.75,3,0.0,0.0,0.0,3,101.0,0.0,0.0,0
4,59.52,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
4,325.38,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
4,73.22,3,0.0,0.0,0.0,5,101.0,0.0,0.0,0
270,198942.55,308,2.0,2.0,2.0,101,18.95622454,2.0,1.116926464,0
4,325.23,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
4,204271.63,3,0.0,0.0,0.0,8,3.796,0.0,0.0,0
4,245643.9,3,0.0,0.0,0.0,6,97.212,0.0,0.0,0
270,60329.77,308,1.0,1.0,1.0,2,1.0,1.0,0.075326298,0
4,10.58,3,0.0,0.0,0.0,4,17.0,0.0,0.0,0
4,329.23,3,0.0,0.0,0.0,3,101.0,0.0,0.0,0
270,66623.05,343,52.0,34.0,23.0,10000,15.57811577,24.0,7922.879992,0
4,320.58,3,0.0,0.0,0.0,6,101.0,0.0,0.0,0
4,8.0,3,0.0,0.0,0.0,2,0.30674847,0.0,0.0,0
294,19326.12,55,17.0,15.0,14.0,10000,62213.19339,15.0,61572.88889,0
4,524.62,3,0.0,0.0,0.0,2,0.25448904,0.0,0.0,0
270,226784.48,308,1.0,1.0,1.0,65,48.22877918,1.0,0.170317136,0
4,3.42,3,0.0,0.0,0.0,2,0.495,0.0,0.0,0
4,331.87,3,0.0,0.0,0.0,6,101.0,0.0,0.0,0
4,327.12,3,0.0,0.0,0.0,3,101.0,0.0,0.0,0
270,347451.12,119,9.0,8.0,9.0,58,310.6994926,9.0,4347.205383,0
4,71.18,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
4,8.78,3,0.0,0.0,0.0,7,2001.0,0.0,0.0,0
270,345899.4,47,4.0,4.0,4.0,68,55.21915942,4.0,7.555273559,0
4,547303.7,3,0.0,0.0,0.0,774,395.0408369,0.0,0.0,0
4,327.12,3,0.0,0.0,0.0,3,101.0,0.0,0.0,0
270,319337.6,308,4.0,4.0,4.0,107,19.35943759,4.0,3.412048693,0
270,226769.35,308,2.0,2.0,2.0,6,12.53257443,2.0,0.276014076,0
4,593171.9,3,0.0,0.0,0.0,4763,528.7260029,0.0,0.0,0
4,8823.93,3,0.0,0.0,0.0,9,67.66488469,0.0,0.0,0
4,318.03,3,0.0,0.0,0.0,6,101.0,0.0,0.0,0
4,27040.88,3,0.0,0.0,0.0,18,151.0891288,0.0,0.0,0
