a46,a3,a47,a23,a28,a45,a18,a20,a30,a24,Class
270,190357.85,308,2.0,2.0,2.0,22,4453.139562,2.0,608.91845,0
4,438.95,3,0.0,0.0,0.0,2,8.2748844,0.0,0.0,0
270,787431.1,352,16.0,9.0,15.0,751,1012.45107,15.0,2650.307827,0
189,529835.78,260,11.0,8.0,7.0,31,14.6950509,7.0,73.94658396,0
4,1.35,3,0.0,0.0,0.0,2,6.291,0.0,0.0,0
270,97610.85,308,1.0,1.0,1.0,11,41.59299069,1.0,1.44880835,0
4,315.47,3,0.0,0.0,0.0,3,101.0,0.0,0.0,0
4,18445.72,3,0.0,0.0,0.0,10,1.74517932,0.0,0.0,0
248,698930.08,38,48.0,19.0,21.0,28,61.898,21.0,227493.7683,0
80,125690.6,25,56.0,14.0,20.0,78,115.1085621,20.0,183980.2117,0
270,1035306.22,330,13.0,9.0,13.0,151,38.22541954,13.0,587.5480961,0
4,43113.85,3,0.0,0.0,0.0,4,18.56409632,0.0,0.0,0
270,319299.83,308,2.0,2.0,2.0,23,16.83195227,2.0,0.726183305,0
280,50777.87,413,3.0,0.0,0.0,9,0.119304225,0.0,0.0,0
4,539977.12,3,0.0,0.0,0.0,10,7.51740336,0.0,0.0,0
4,81242.65,3,0.0,0.0,0.0,11,228.03,0.0,0.0,0
4,18.45,3,0.0,0.0,0.0,2,0.940096,0.0,0.0,0
4,128246.82,3,0.0,0.0,0.0,5,7.8490209,0.0,0.0,0
270,232000.78,119,5.0,5.0,5.0,8,10.18033882,5.0,725.4647612,0
7,728981.33,81,17.0,9.0,11.0,12,18.05466777,11.0,27431.74044,0
270,572313.23,308,2.0,2.0,2.0,1507,964.755533,2.0,0.079289664,0
72,730425.92,382,61.0,27.0,31.0,60,161.6330056,31.0,49839.56157,0
4,329.78,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
4,65.88,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
4,2.38,3,0.0,0.0,0.0,2,1.98452898,0.0,0.0,0
4,331.07,3,0.0,0.0,0.0,5,101.0,0.0,0.0,0
4,1540.77,3,0.0,0.0,0.0,4,5.37347636,0.0,0.0,0
4,1541.82,3,0.0,0.0,0.0,8,16.53,0.0,0.0,0
270,364169.23,257,7.0,6.0,7.0,39,47.93243763,7.0,76.69447233,0
270,224389.57,119,5.0,5.0,5.0,112,8776.598594,5.0,653.4419904,0
270,159982.33,308,3.0,3.0,3.0,143,96.56681321,3.0,3.317418328,0
4,153869.02,3,0.0,0.0,0.0,6,0.07,0.0,0.0,0
4,225118.62,3,0.0,0.0,0.0,83,5.159642359,0.0,0.0,0
4,348395.22,3,0.0,0.0,0.0,28,20.8407246,0.0,0.0,0
39,859790.03,121,23.0,16.0,21.0,13,37.499,21.0,2970.141074,0
270,481823.97,202,31.0,21.0,22.0,16,11.2625924,22.0,10233.10978,0
109,645367.48,172,73.0,16.0,14.0,82,58.30364212,14.0,1054300.604,0
189,636491.48,154,124.0,50.0,49.0,161,1406.561288,49.0,10208768.43,0
4,71.43,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
4,55.42,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
270,226787.22,308,2.0,2.0,2.0,18,20.19932204,2.0,0.878168406,0
4,895139.88,3,0.0,0.0,0.0,18,113.7121743,0.0,0.0,0
4,102262.33,3,0.0,0.0,0.0,11,4.35495365,0.0,0.0,0
212,263399.88,340,166.0,8.0,4.0,129,0.0,4.0,3.29e-08,0
63,255453.78,308,41.0,14.0,14.0,88,43.8775933,14.0,3805.33178,0
270,790260.72,308,2.0,2.0,2.0,391,448.1991704,2.0,0.019326897,0
4,4.37,3,0.0,0.0,0.0,5,2001.0,0.0,0.0,0
270,394171.35,359,15.0,8.0,13.0,10000,84761.52104,13.0,9541.47969,0
294,737272.97,413,1.0,0.0,0.0,10000,143437.6048,0.0,0.0,0
4,77.68,3,0.0,0.0,0.0,5,101.0,0.0,0.0,0
4,60508.45,3,0.0,0.0,0.0,4,12.3988982,0.0,0.0,0
270,168942.5,308,2.0,2.0,2.0,9,5.520550214,2.0,0.997055591,0
270,452444.9,308,1.0,1.0,1.0,335,4155.238457,1.0,0.597747935,0
4,669.4,3,0.0,0.0,0.0,6,2001.0,0.0,0.0,0
4,120159.92,3,0.0,0.0,0.0,599,70.37718903,0.0,0.0,0
4,9.63,3,0.0,0.0,0.0,6,2001.0,0.0,0.0,0
4,258645.15,3,0.0,0.0,0.0,35,10.49288361,0.0,0.0,0
173,130100.42,280,5.0,2.0,1.0,4,0.01,1.0,7e-08,0
36,963647.43,46,310.0,68.0,71.0,260,28.27146239,72.0,778987.6195,0
246,276939.38,383,314.0,3.0,1.0,160,0.922959773,1.0,1.7e-06,0
4,74.48,3,0.0,0.0,0.0,6,101.0,0.0,0.0,0
4,203.38,3,0.0,0.0,0.0,2,1.767,0.0,0.0,0
4,79.08,3,0.0,0.0,0.0,5,101.0,0.0,0.0,0
270,799113.78,401,5.0,5.0,5.0,1947,809.9445847,5.0,20461.81,0
4,301026.63,3,0.0,0.0,0.0,48,234.161501,0.0,0.0,0
4,2.38,3,0.0,0.0,0.0,2,1.21,0.0,0.0,0
270,226778.98,308,2.0,2.0,2.0,134,137.4354942,2.0,3.301436408,0
4,60463.98,3,0.0,0.0,0.0,3,22.89,0.0,0.0,0
4,2.12,3,0.0,0.0,0.0,2,1.0,0.0,0.0,0
4,70.72,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
4,101235.42,3,0.0,0.0,0.0,6,0.006163113,0.0,0.0,0
4,222148.95,3,0.0,0.0,0.0,7,213.100375,0.0,0.0,0
270,226781.97,308,2.0,2.0,2.0,145,25.71059789,2.0,0.821105306,0
270,319335.67,308,3.0,3.0,3.0,44,46.87710441,3.0,3.183942657,0
4,68.17,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
270,367012.67,465,1.0,1.0,1.0,296,3284.144693,1.0,1e-12,0
0,55726.6,202,34.0,6.0,5.0,67,65.60407482,5.0,9854.501368,0
4,12.2,3,0.0,0.0,0.0,2,0.5,0.0,0.0,0
4,12125.75,3,0.0,0.0,0.0,3,0.67675001,0.0,0.0,0
98,706977.08,138,86.0,40.0,34.0,74,95.25,35.0,476691.3653,0
173,149807.42,38,46.0,3.0,9.0,28,6.04,9.0,131693.302,0
4,17461.12,3,0.0,0.0,0.0,6,5.00901694,0.0,0.0,0
88,821674.65,82,60.0,38.0,40.0,132,931.3031863,41.0,1357908.101,0
4,317.02,3,0.0,0.0,0.0,3,101.0,0.0,0.0,0
39,67635.75,38,15.0,7.0,6.0,25,5.89665001,6.0,3384.899888,0
270,1044781.85,257,6.0,4.0,6.0,498,105.5799568,6.0,371.1812976,0
98,820394.98,349,27.0,13.0,14.0,79,58.90334658,14.0,113069.4466,0
4,89368.62,3,0.0,0.0,0.0,19,59.5013736,0.0,0.0,0
4,592840.33,3,0.0,0.0,0.0,451,253.7264804,0.0,0.0,0
270,592453.82,308,1.0,1.0,1.0,7,0.0,1.0,0.075326298,0
4,354509.72,3,0.0,0.0,0.0,12,289.6663141,0.0,0.0,0
4,185.68,3,0.0,0.0,0.0,2,20.0,0.0,0.0,0
4,323.28,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
4,311046.43,3,0.0,0.0,0.0,410,1344.079493,0.0,0.0,0
270,312120.1,330,14.0,10.0,14.0,16,31.02015218,14.0,2042.573698,0
4,328.45,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
4,506978.95,3,0.0,0.0,0.0,11,1.818279712,0.0,0.0,0
4,104439.05,3,0.0,0.0,0.0,14,0.591746115,0.0,0.0,0
4,2775.67,3,0.0,0.0,0.0,4,0.2737259,0.0,0.0,0
4,60463.37,3,0.0,0.0,0.0,3,16.71044882,0.0,0.0,0
123,481421.82,17,19.0,5.0,5.0,16,2.98627267,5.0,1464.88883,0
4,408613.83,3,0.0,0.0,0.0,3,62.749,0.0,0.0,0
4,34410.05,3,0.0,0.0,0.0,9,6.38571036,0.0,0.0,0
4,65.75,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
123,293964.15,202,12.0,5.0,4.0,25,51.01920283,4.0,3358.208587,0
4,2988.4,3,0.0,0.0,0.0,2,0.33784947,0.0,0.0,0
4,329.43,3,0.0,0.0,0.0,3,101.0,0.0,0.0,0
4,144017.12,3,0.0,0.0,0.0,215,7032.622535,0.0,0.0,0
294,251863.87,54,11.0,10.0,8.0,10000,1737265.188,10.0,152.99355,0
270,226772.25,308,2.0,2.0,2.0,9,66.0,2.0,1.087118682,0
270,6.93,330,10.0,7.0,10.0,2,7.0,10.0,748.7383142,0
270,418366.92,119,6.0,5.0,6.0,281,258.1695249,6.0,642.1686265,0
4,93.28,3,0.0,0.0,0.0,2,1.07503,0.0,0.0,0
4,21966.18,3,0.0,0.0,0.0,6,76.59073242,0.0,0.0,0
4,2253.25,3,0.0,0.0,0.0,2,12.12362879,0.0,0.0,0
4,70339.32,3,0.0,0.0,0.0,3,2.001,0.0,0.0,0
270,792698.18,226,1.0,1.0,1.0,106,7.28620061,1.0,7.77e-16,0
4,326.97,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
4,39287.12,3,0.0,0.0,0.0,5,12.75576985,0.0,0.0,0
270,24510.45,330,11.0,8.0,11.0,3,13.69405301,11.0,1074.478366,0
4,60.07,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
4,56.87,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
270,303988.72,145,5.0,4.0,4.0,8,11.08127856,4.0,13742.05494,0
4,4.93,3,0.0,0.0,0.0,2,0.13205247,0.0,0.0,0
4,1081658.13,3,0.0,0.0,0.0,216,56.0368573,0.0,0.0,0
243,1024263.02,381,4212.0,1080.0,23.0,2552,9.113445345,23.0,1374080.381,0
4,20102.23,3,0.0,0.0,0.0,7,11.21064228,0.0,0.0,0
270,354337.38,308,1.0,1.0,1.0,21,27.37307616,1.0,0.421843686,0
150,676859.92,244,64.0,35.0,42.0,98,254.714884,43.0,125501780.0,0
270,345249.45,308,1.0,1.0,1.0,155,12.82090443,1.0,0.065764428,0
270,574517.77,78,3.0,2.0,3.0,203,56.62264583,3.0,367.0703572,0
4,69.57,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
270,1194759.93,174,32.0,26.0,30.0,524,242277.9104,30.0,51332.08413,0
4,50.7,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
270,1286686.93,78,3.0,2.0,3.0,1231,693.6654946,3.0,367.0753538,0
4,103.82,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
4,63.68,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
4,102742.42,3,0.0,0.0,0.0,6,6.76608518,0.0,0.0,0
4,38.82,3,0.0,0.0,0.0,2,0.48157657,0.0,0.0,0
4,305166.53,3,0.0,0.0,0.0,323,171.4645368,0.0,0.0,0
30,288607.58,330,19.0,13.0,18.0,7,29.01429901,18.0,2742.791013,0
270,211071.1,308,1.0,1.0,1.0,136,40.81580131,1.0,0.554882852,0
270,226784.58,308,1.0,1.0,1.0,122,27.11816589,1.0,0.364897397,0
4,205134.65,3,0.0,0.0,0.0,4,0.17145081,0.0,0.0,0
4,6645.9,3,0.0,0.0,0.0,10,12.7075,0.0,0.0,0
4,52.22,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
4,643.78,3,0.0,0.0,0.0,4,0.3,0.0,0.0,0
4,304.58,3,0.0,0.0,0.0,3,101.0,0.0,0.0,0
270,200108.38,308,2.0,2.0,2.0,67,21.77805248,2.0,0.438821605,0
9,954899.48,154,173.0,51.0,54.0,104,770.7427983,55.0,2572350.772,0
270,1500433.63,119,22.0,17.0,22.0,9556,13564.95059,22.0,366054.4299,0
4,70.38,3,0.0,0.0,0.0,6,101.0,0.0,0.0,0
250,249895.53,389,39.0,9.0,11.0,31,27.02384313,11.0,4873.446147,0
9,763175.93,435,31.0,21.0,24.0,56,2029.907676,24.0,104824.9875,0
4,639052.4,3,0.0,0.0,0.0,670,158.4181791,0.0,0.0,0
270,291466.65,308,4.0,4.0,4.0,45,34.24535321,4.0,5.23706502,0
68,963436.67,106,8.0,4.0,4.0,319,4997.732517,4.0,23838718.5,0
4,118720.6,3,0.0,0.0,0.0,266,7.852685627,0.0,0.0,0
4,10.25,3,0.0,0.0,0.0,2,2.96470469,0.0,0.0,0
189,876818.9,308,3.0,2.0,2.0,39,233.9989946,2.0,601.2619109,0
4,132137.0,3,0.0,0.0,0.0,26,77.5511499,0.0,0.0,0
107,69187.9,91,105.0,68.0,78.0,10000,82572.86196,79.0,2602225220.0,0
4,320.67,3,0.0,0.0,0.0,5,101.0,0.0,0.0,0
270,164152.08,308,1.0,1.0,1.0,73,6.591528549,1.0,0.053265054,0
17,860201.8,18,41.0,27.0,24.0,196,298.3362568,24.0,165031.4305,0
4,100.23,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
4,56.08,3,0.0,0.0,0.0,5,101.0,0.0,0.0,0
4,4.4,3,0.0,0.0,0.0,2,3.488,0.0,0.0,0
270,200114.43,47,3.0,3.0,3.0,31,53.71106757,3.0,7.266795474,0
4,542424.13,3,0.0,0.0,0.0,32,54.8897,0.0,0.0,0
270,188168.03,308,2.0,2.0,2.0,4,0.61048288,2.0,93.64337474,0
17,462139.32,375,56.0,22.0,18.0,116,87.45243832,18.0,559613.1354,0
4,71.38,3,0.0,0.0,0.0,5,101.0,0.0,0.0,0
270,283903.23,119,5.0,5.0,5.0,92,81.32154601,5.0,7.597298896,0
4,324.43,3,0.0,0.0,0.0,3,101.0,0.0,0.0,0
4,59.43,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
4,1.57,3,0.0,0.0,0.0,2,3.5,0.0,0.0,0
4,47.23,3,0.0,0.0,0.0,2,20.009559,0.0,0.0,0
4,32635.25,3,0.0,0.0,0.0,21,8.52991717,0.0,0.0,0
275,588941.75,375,21.0,8.0,5.0,26,64.4,5.0,911945.4074,0
4,69.72,3,0.0,0.0,0.0,5,101.0,0.0,0.0,0
270,0.0,257,5.0,5.0,5.0,1,0.199666115,5.0,59.06686697,0
270,319321.82,308,2.0,2.0,2.0,32,17.93405951,2.0,0.181194275,0
4,450875.98,3,0.0,0.0,0.0,111,8.608801423,0.0,0.0,0
4,66.82,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
4,110.78,3,0.0,0.0,0.0,2,0.46,0.0,0.0,0
4,983049.42,3,0.0,0.0,0.0,54,1.68695382,0.0,0.0,0
4,52655.12,3,0.0,0.0,0.0,7,0.42590949,0.0,0.0,0
270,226763.55,308,2.0,2.0,2.0,20,16.24319794,2.0,0.787468986,0
4,251008.63,3,0.0,0.0,0.0,16,112.5853935,0.0,0.0,0
270,707346.08,465,1.0,1.0,1.0,1026,47676.55387,1.0,1e-12,0
189,808873.03,308,3.0,2.0,2.0,62,865.7937435,2.0,605.3595704,0
270,229008.45,308,2.0,2.0,2.0,78,64.47903099,2.0,2.097087563,0
181,999792.72,154,299.0,81.0,101.0,599,2039.384432,102.0,34474951.05,0
4,28.43,3,0.0,0.0,0.0,2,0.055685488,0.0,0.0,0
4,89429.83,3,0.0,0.0,0.0,31,41.37619494,0.0,0.0,0
210,650242.48,331,33.0,17.0,22.0,26,951.9126324,29.0,142921.3155,0
4,137909.07,3,0.0,0.0,0.0,24,11.80510562,0.0,0.0,0
4,3.8,3,0.0,0.0,0.0,2,0.298121726,0.0,0.0,0
4,48.9,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
4,67.38,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
4,72.13,3,0.0,0.0,0.0,5,101.0,0.0,0.0,0
4,933773.32,3,0.0,0.0,0.0,231,114.4351818,0.0,0.0,0
4,36613.72,3,0.0,0.0,0.0,10,1.968241902,0.0,0.0,0
46,552709.82,451,163.0,39.0,33.0,297,1385.935281,33.0,14019045.9,0
270,349899.58,308,4.0,4.0,4.0,59,152.601861,4.0,505.7036303,0
4,322.15,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
4,9353.63,3,0.0,0.0,0.0,5,4.995,0.0,0.0,0
4,83037.78,3,0.0,0.0,0.0,416,311.3303977,0.0,0.0,0
4,62.3,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
4,8106.07,3,0.0,0.0,0.0,9,1090.567,0.0,0.0,0
291,1022210.65,15,80.0,35.0,51.0,6397,384.7291641,51.0,13301208.98,0
237,679255.42,154,69.0,34.0,35.0,81,135.8664441,35.0,364174.7835,0
71,444186.57,111,31.0,14.0,20.0,21,80.81312027,20.0,96150.61778,0
4,319.88,3,0.0,0.0,0.0,3,101.0,0.0,0.0,0
140,1271770.6,124,67.0,18.0,12.0,496,2601.066872,12.0,15027.98083,0
220,1052155.67,349,8.0,2.0,2.0,97,30.11853351,2.0,38.53280259,0
270,965782.23,329,1.0,1.0,1.0,1292,0.0,1.0,0.888888889,0
210,664223.17,336,12.0,1.0,1.0,127,9492.187463,1.0,16404.10358,0
270,563123.32,432,1.0,1.0,1.0,483,11.7716724,1.0,0.01,0
4,52950.08,3,0.0,0.0,0.0,9,35.06,0.0,0.0,0
4,8.47,3,0.0,0.0,0.0,5,2001.0,0.0,0.0,0
4,30374.85,3,0.0,0.0,0.0,8,2.31997,0.0,0.0,0
4,316.77,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
250,339576.1,389,11.0,5.0,5.0,55,26.29012457,5.0,924.8384928,0
294,805063.33,413,1.0,0.0,0.0,383,63.88014633,0.0,0.0,0
4,18844.22,3,0.0,0.0,0.0,12,8.25794852,0.0,0.0,0
270,192563.87,308,2.0,2.0,2.0,166,16.25461889,2.0,1.203168883,0
291,598658.27,154,60.0,23.0,27.0,49,116.8890523,27.0,84819.62559,0
4,18982.13,3,0.0,0.0,0.0,50,110.695197,0.0,0.0,0
4,3.52,3,0.0,0.0,0.0,5,2001.0,0.0,0.0,0
4,509455.32,3,0.0,0.0,0.0,3,0.38064101,0.0,0.0,0
78,641965.47,330,25.0,14.0,17.0,63,76.02946745,17.0,2302.291006,0
4,60.95,3,0.0,0.0,0.0,3,101.0,0.0,0.0,0
270,807367.4,234,9.0,4.0,4.0,10,10.74438143,4.0,0.577244409,0
270,226778.2,308,1.0,1.0,1.0,8,22.953,1.0,0.858719793,0
270,108614.17,327,3.0,3.0,3.0,2,1.0,3.0,0.075326558,0
4,2.9,3,0.0,0.0,0.0,5,2001.0,0.0,0.0,0
270,695135.45,330,13.0,9.0,13.0,8,70.43512067,13.0,3700.815807,0
270,437304.18,308,3.0,3.0,3.0,53,21.109,3.0,112.5099703,0
4,102359.75,3,0.0,0.0,0.0,12,32.10205526,0.0,0.0,0
4,88326.87,3,0.0,0.0,0.0,4,19.8541287,0.0,0.0,0
4,945813.13,3,0.0,0.0,0.0,2072,980.1291376,0.0,0.0,0
270,130760.32,308,1.0,1.0,1.0,7,48.9222,1.0,2.871604183,0
270,373803.52,465,1.0,1.0,1.0,130,1022.122976,1.0,1e-12,0
4,69.38,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
37,980019.12,330,17.0,10.0,13.0,15,8.444312104,13.0,1261.395245,0
286,997778.08,243,139.0,47.0,50.0,659,28.69974712,52.0,28396.19798,0
256,1724849.07,308,129.0,42.0,65.0,1346,1149.675784,65.0,1466488.566,0
270,319351.73,308,2.0,2.0,2.0,205,190.0393677,2.0,5.075619038,0
4,320.3,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
4,157347.93,3,0.0,0.0,0.0,8,102.5314,0.0,0.0,0
4,66202.5,3,0.0,0.0,0.0,21,29.57734646,0.0,0.0,0
270,595472.95,440,9.0,8.0,9.0,55,4.63559109,9.0,123.9769961,0
4,61.8,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
202,998274.9,308,48.0,26.0,28.0,107,224.1551375,28.0,21252.86053,0
270,113880.63,308,1.0,1.0,1.0,46,43.13523076,1.0,1.322417041,0
4,502271.57,3,0.0,0.0,0.0,40,8.991411858,0.0,0.0,0
270,226747.95,308,2.0,2.0,2.0,112,25.13891811,2.0,0.537701776,0
4,4.72,3,0.0,0.0,0.0,2,2.049801709,0.0,0.0,0
270,283913.38,119,5.0,5.0,5.0,55,38.01805148,5.0,4.728868741,0
4,319.92,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
4,88327.03,3,0.0,0.0,0.0,5,21.75436392,0.0,0.0,0
4,66.43,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
189,530033.32,308,104.0,43.0,33.0,101,386.545511,33.0,95120.05028,0
4,374976.42,3,0.0,0.0,0.0,88,1.277645881,0.0,0.0,0
280,362971.85,425,982.0,490.0,5.0,1083,0.0,5.0,22035205.85,0
4,6.2,3,0.0,0.0,0.0,2,0.1,0.0,0.0,0
4,15841.28,3,0.0,0.0,0.0,4,20.0,0.0,0.0,0
4,75.83,3,0.0,0.0,0.0,5,101.0,0.0,0.0,0
4,396.4,3,0.0,0.0,0.0,2,0.22682595,0.0,0.0,0
4,47.15,3,0.0,0.0,0.0,2,20.009559,0.0,0.0,0
270,226791.05,308,2.0,2.0,2.0,89,23.06110509,2.0,0.834962204,0
270,227889.08,11,1.0,1.0,1.0,12,146.31,1.0,600.0,0
4,6.0,3,0.0,0.0,0.0,5,0.583362,0.0,0.0,0
270,200098.55,47,3.0,3.0,3.0,83,60.49578813,3.0,6.43440416,0
270,291471.38,119,5.0,5.0,5.0,174,624.8973142,5.0,613.7898758,0
270,1181492.85,450,3.0,3.0,3.0,578,553.4905233,3.0,105.4142085,0
4,30286.02,3,0.0,0.0,0.0,11,140.004559,0.0,0.0,0
4,21.63,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
4,315.2,3,0.0,0.0,0.0,3,101.0,0.0,0.0,0
4,327.87,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
270,159437.3,308,3.0,3.0,3.0,72,5225.022263,3.0,611.5482948,0
4,10.2,3,0.0,0.0,0.0,5,2001.0,0.0,0.0,0
4,324.53,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
4,109800.07,3,0.0,0.0,0.0,16,7.82118647,0.0,0.0,0
270,291413.78,308,1.0,1.0,1.0,249,233.4929308,1.0,6.289691931,0
270,197174.17,308,2.0,2.0,2.0,232,290.2965567,2.0,609.5659994,0
4,60.1,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
270,963855.5,352,22.0,16.0,21.0,432,683.5267534,21.0,11879.59137,0
4,66.82,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
237,460475.93,69,99.0,37.0,26.0,250,740.5126234,26.0,2941293.636,0
4,309716.47,3,0.0,0.0,0.0,3,0.5,0.0,0.0,0
4,326796.63,3,0.0,0.0,0.0,237,128.0107003,0.0,0.0,0
294,1297248.03,260,4.0,3.0,3.0,1162,461.9666494,3.0,5.01,0
4,13.72,3,0.0,0.0,0.0,2,0.5,0.0,0.0,0
4,69.68,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
270,1631852.28,128,12.0,8.0,8.0,66,35.95731093,8.0,100500315.4,0
4,536.23,3,0.0,0.0,0.0,2,6.25487321,0.0,0.0,0
4,327.12,3,0.0,0.0,0.0,3,101.0,0.0,0.0,0
4,374000.23,3,0.0,0.0,0.0,160,79.51956538,0.0,0.0,0
270,1121596.18,439,1.0,1.0,1.0,889,151.773522,1.0,21050.0,0
4,5.72,3,0.0,0.0,0.0,5,2001.0,0.0,0.0,0
4,66.53,3,0.0,0.0,0.0,5,101.0,0.0,0.0,0
270,539438.7,352,17.0,12.0,16.0,16,352.064943,16.0,3486.769027,0
4,834605.03,3,0.0,0.0,0.0,270,1465.991706,0.0,0.0,0
71,351854.58,352,14.0,8.0,11.0,19,14.39267939,11.0,43576.94306,0
270,141690.08,308,1.0,1.0,1.0,11,89.4886,1.0,0.83676971,0
4,382690.35,3,0.0,0.0,0.0,30,18.01130295,0.0,0.0,0
270,439285.2,413,1.0,1.0,1.0,174,91.89543149,1.0,3e-18,0
270,192608.2,47,3.0,3.0,3.0,70,83.896787,3.0,4.747965501,0
4,327.37,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
270,229010.05,308,2.0,2.0,2.0,129,47.87993354,2.0,1.051698086,0
4,324.83,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
0,1116086.92,154,232.0,47.0,71.0,690,396.5673445,74.0,550091.4753,0
294,1692044.93,257,6.0,4.0,5.0,3559,10823.79081,5.0,368.0739855,0
4,3.52,3,0.0,0.0,0.0,5,2001.0,0.0,0.0,0
270,226755.23,308,2.0,2.0,2.0,14,32.95403619,2.0,0.657404511,0
270,412857.38,257,8.0,7.0,8.0,5,16.1475011,8.0,969.951575,0
270,319327.22,119,5.0,5.0,5.0,85,52.15283878,5.0,71.80246931,0
4,53.87,3,0.0,0.0,0.0,2,1.999496,0.0,0.0,0
4,5.7,3,0.0,0.0,0.0,2,0.13021657,0.0,0.0,0
4,10.87,3,0.0,0.0,0.0,5,2001.0,0.0,0.0,0
4,315.53,3,0.0,0.0,0.0,3,101.0,0.0,0.0,0
4,913446.13,3,0.0,0.0,0.0,892,600.0985384,0.0,0.0,0
4,254.45,3,0.0,0.0,0.0,2,0.2,0.0,0.0,0
270,492393.47,198,25.0,18.0,24.0,20,126.1712409,24.0,37896.4347,0
4,13.88,3,0.0,0.0,0.0,2,0.2580236,0.0,0.0,0
4,322248.65,3,0.0,0.0,0.0,29,2.682610074,0.0,0.0,0
4,88330.2,3,0.0,0.0,0.0,7,13.357978,0.0,0.0,0
98,1002893.67,154,414.0,59.0,55.0,785,1267.512397,55.0,13749129.08,0
160,585846.35,101,74.0,28.0,34.0,77,3621.991171,34.0,797358.3715,0
270,101428.83,330,9.0,7.0,9.0,8,14.42370717,9.0,824.1075861,0
270,991790.57,260,16.0,13.0,16.0,2206,1852.044338,16.0,1116.63624,0
4,100.33,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
270,192540.17,308,2.0,2.0,2.0,85,13.52212804,2.0,0.866503462,0
270,198921.02,308,2.0,2.0,2.0,87,41.40085147,2.0,1.091692598,0
4,539224.4,3,0.0,0.0,0.0,29,6.912635183,0.0,0.0,0
75,974128.98,243,212.0,67.0,77.0,298,283.6246311,78.0,1567807134.0,0
4,2.65,3,0.0,0.0,0.0,2,2.2956809,0.0,0.0,0
189,51182.03,243,414.0,178.0,201.0,10000,97881.35701,209.0,73710909.47,0
4,324.97,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
270,416142.68,377,13.0,10.0,8.0,15,5.75108865,9.0,3417.7964,0
4,58.37,3,0.0,0.0,0.0,2,0.06,0.0,0.0,0
4,217384.98,3,0.0,0.0,0.0,42,707.1486483,0.0,0.0,0
39,30160.62,53,4.0,2.0,2.0,8,0.88034909,2.0,75.76363443,0
270,283041.4,308,2.0,2.0,2.0,34,49.35197343,2.0,1.529543905,0
4,85.88,3,0.0,0.0,0.0,2,0.24161454,0.0,0.0,0
4,59.38,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
123,434455.83,377,27.0,14.0,15.0,29,1020.093196,15.0,50374.74272,0
270,161339.72,308,2.0,2.0,2.0,77,62.68563235,2.0,2.565539407,0
270,303326.08,257,1.0,1.0,1.0,2,0.18988462,1.0,2.207097998,0
4,9.47,3,0.0,0.0,0.0,6,2001.0,0.0,0.0,0
237,275770.73,375,2.0,1.0,1.0,7,2.10597257,1.0,19900.0,0
4,325.83,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
270,291418.95,308,2.0,2.0,2.0,76,64.66775281,2.0,1.388430317,0
123,246170.45,202,4.0,1.0,1.0,11,0.54183871,1.0,482.8596623,0
270,226791.05,308,2.0,2.0,2.0,150,138.7415027,2.0,1.915082082,0
